id,tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong,Kalimat_Alay,Kalimat_Abusive,Total_KA,Total_A,total_char,total_word,lebel,Type,apakah_ada_kata_enak
54853,tgb user sudah terbukti sebagai umaro' sekaligus ulama' dan nasionalis-religius.; nasionalismenya sudah tidak diragukan lgkrn beliau seorang cucu pahlawan nasional yg sdh mendedikasikan dirinya utk nkri ; #tgbuntukindonesia2019,0,0,0,0,0,0,0,0,0,0,0,0,"tgb,user,lgkrn,yg,sdh,utk,nkri",,0,24,227,28,28,Alay,0
54854,setuju. musuh kita adlh teroris budha myanmar baik para biksu &amp; militer nya. tp borobudur adlh warisan leluhur kita url,1,0,0,1,1,1,0,0,0,0,1,0,"adlh,budha,tp,adlh,url",,0,18,123,20,20,Alay,0
54855,#populerb1 #ekonomi: jokowi tetapkan 222 proyek strategis senilai rp 4.100 t,0,0,0,0,0,0,0,0,0,0,0,0,rp,,0,2,76,11,11,Alay,0
54856,allah itu dekat dan penuh kasih sayang,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,38,7,7,Netral,1
54857,user user user user user user user user user yaa namanya juga kegoblokan akut bang. diajarin pinter malah makin dongo \xf0\x9f\x98\x81',1,1,1,0,0,0,0,0,1,1,0,0,"user,user,user,user,user,user,user,user,user,yaa,diajarin,pinter,dongo",,0,58,135,21,21,Alay,0
54858,user kenapa ya manusia pd bloon?????',0,1,0,0,0,0,0,0,0,0,0,0,"user,pd",,0,6,37,6,6,Alay,0
54859,user user user user user user user akun komunis,1,0,0,1,0,1,0,0,0,0,1,0,"user,user,user,user,user,user,user",komunis,7,28,47,9,9,Anoying,0
54860,"user user fahami apa itu politik, bahwa ada politik islam, ada politik sekukerisme demokrasi, ada politik sosialis komunis.'",0,0,0,0,0,0,0,0,0,0,0,0,"user,user,fahami,sekukerisme",,0,25,124,18,18,Alay,0
54861,user user karena bayk terdoktrin tagar ide pks \nwalau pendidikan tinggi malah jadi sontoloyo\nketololan mengalahkan kewarasan\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\xf0\x9f\x98\xa4\xf0\x9f\x98\xa4\xf0\x9f\x98\xa4',1,1,0,1,0,0,0,0,1,0,1,0,"user,user,bayk,pks",,0,15,239,16,16,Alay,0
54862,rt user pki sudah menyatu dg pdi p bubarkan pdi p !!,1,0,0,1,0,1,0,0,0,0,0,1,"user,pki,dg,pdi,pdi",,0,15,52,12,12,Alay,0
54863,kini telah berpindah ke tangan medco milik arifin panigoro yang mengambil alih saham tersebut dengan menggunakan dana pinjaman dari china.',0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,139,20,20,Netral,0
54864,kampungan sekali pada ga tau crispy rendang. kalo lu kebetulan dapet lengkoas. itu lah crispy rendang.',0,1,0,0,0,0,0,0,0,0,0,0,"ga,kalo,lu,dapet",kampungan,9,13,103,16,16,Anoying,0
54865,ms ka'ban : tanah jakarta sekarang sudah 87 persen dikuasai cina,1,0,0,1,0,1,0,0,0,0,1,0,,,0,0,64,11,11,Netral,0
54866,ex koruptor\nnyaleg..?\napa partai politik..\ntak berfikir..\nitu bisa menurunkan\ncitra partai..?\ngeblek amat..',1,1,0,1,0,0,0,0,1,0,1,0,,,0,0,114,9,9,Netral,0
54867,rohingya kok seolah-olah dijadikan alat politik oleh prabowo,1,0,1,0,0,0,0,0,1,1,0,0,,,0,0,60,8,8,Netral,0
54868,assalamualaikum bu risma tolong warga sya di jalan kalimas udik 1c dpan rumah jl kalimas udik 1b/1 minta bantuan dari bu risma. warga sya rumahnya roboh kshan bu risma warga sya gak punya tempat tinggal rumahnya roboh.',0,0,0,0,0,0,0,0,0,0,0,0,"sya,dpan,jl,minta,sya,kshan,sya,gak","udik,udik",8,28,219,37,37,Anoying,0
54869,"user user kntl, mas2 smule'",0,1,0,0,0,0,0,0,0,0,0,0,"user,user,mas2",,0,12,27,5,5,Alay,0
54870,ahok si penghina al - qur'an dan ulama ini selalu bersikap menjijikkan yaitu sok suci dan merasa paling benar https:\/\/t.co\/btkcetnk0g,1,1,1,0,1,0,0,0,0,1,0,0,si,,0,2,136,20,20,Alay,0
54871,user alhamdulillah gub gagal &amp; bobrok sdh diganti gubernur muslim yg jauh lebih baik. insyaalloh #2019gantipresiden ?; jangan pernah lelah berjuang. niatkan sbg ibadah dan nikmati perjuangan melawan pemimpin dholim,1,1,1,0,0,0,0,0,1,1,0,0,"user,gub,sdh,yg,insyaalloh,sbg,nikmati,dholim",,0,38,218,30,30,Alay,0
54872,"fahri hamzah : â??tugas presiden adalah berkata benar, tidak menipu dan realisasikan janjinyaâ??",0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,96,13,13,Netral,0
54873,user user user lo bilang otak gue belatung bersarang?? ahhh! ehhh banci!! bukannya itu isi otak dan hati lo.. isinya belatung bangke karena kebencian akut lo!! \xf0\x9f\xa4\xae\xf0\x9f\xa4\xae\xf0\x9f\xa4\xae\xf0\x9f\xa4\xae',1,1,1,0,0,0,0,1,0,1,0,0,"user,user,user,lo,ehhh,bangke",,0,24,225,27,27,Alay,0
54874,rt user: salah satu ciri orang munafik bila berjanji dia dusta kayak jokowi url,1,0,1,0,0,0,0,0,1,1,0,0,url,munafik,7,3,79,14,14,Anoying,0
54875,user emang p3 masih punya penumpang ya? ; #2019gantipresiden,1,0,0,1,0,0,0,0,1,0,1,0,"user,emang,p3",,0,11,60,9,9,Alay,0
54876,"user jablay sama fwb beda setauku. jablay sekali pakai(?)\nfwb bisa kapanpun dimanapun(?) and not all about sex thing, duh.'",0,0,0,0,0,0,0,0,0,0,0,0,"user,fwb","jablay,jablay",12,7,124,19,19,Anoying,0
54877,"rt user: dari dulu user &amp; user sering langgar aturan uu, lu pade mingkem kek bangke!\n\nbegitu user &amp; user\xe2\x80\xa6'",1,1,0,1,0,0,0,0,1,0,1,0,"user,user,lu,pade,mingkem,kek,user",,0,28,127,19,19,Alay,0
54878,ulang lagi reformasi 98 jilid 2 user turunkan jokowi,1,0,1,0,0,0,0,0,1,0,0,1,user,,0,4,52,9,9,Alay,0
54879,user user rezim baru \xf0\x9f\x98\x82 rumor2 deal',0,0,0,0,0,0,0,0,0,0,0,0,"user,user,rumor2",rezim,5,14,50,7,7,Anoying,0
54880,sa-7.952. akuntansi intermediate. smi...,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,40,4,4,Netral,0
54881,user user salah ortunya dunk kak kenapa mereka kampret kalo mereka bukan kampret ga mungkin menetas kampret \xf0\x9f\x98\x85',1,1,0,1,0,0,0,0,1,0,1,0,"user,user,ortunya,dunk,kalo,ga","kampret,kampret,kampret",21,25,125,18,18,Anoying,0
54882,rt user user user ini makhluk tuhan paling nyinyir,1,0,1,0,0,0,0,0,1,1,0,0,"user,user,user",,0,12,50,9,9,Alay,0
54883,user user user user user user user user user yang ga setuju pasti pendukung anti rejim skrg.. \ndan yang lo sebutin itu yg lo lakuin',1,0,0,1,0,0,0,0,1,0,1,0,"user,user,user,user,user,user,user,user,user,ga,lo,sebutin,yg,lo",rejim,5,51,133,25,25,Anoying,0
54884,user user user user user user user user user user user pks = paguyuban kampret sarap \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\x98\xa2',1,1,0,1,0,0,0,0,1,0,1,0,"user,user,user,user,user,user,user,user,user,user,user,pks","kampret,sarap",12,47,134,17,17,Anoying,0
54885,user percaya mah sm tuhan jgn sm gue tar dikata musyrik wkwk,0,0,0,0,0,0,0,0,0,0,0,0,"user,mah,sm,jgn,sm",,0,14,60,12,12,Alay,0
54886,user user kebanyakan minum air kencing onta atau air minum dari suling tinja. makanya otaknya error. stress',1,1,1,0,0,0,0,0,1,1,0,0,"user,user",onta,4,8,108,17,17,Anoying,0
54887,"user kesian, yg ada tu sarapan bkn sarap tauu'",0,0,0,0,0,0,0,0,0,0,0,0,"user,yg,tu,bkn",sarap,5,11,46,9,9,Anoying,0
54888,"kalau guna bahasa cina pon, letak la sekali kandungan teks dalam bahasa melayu bawah dia. \n""jangan bagi tahu aku google translate kan ada, translate la sendiri.""'",0,0,0,0,0,0,0,0,0,0,0,0,"la,la",,0,4,163,26,26,Alay,0
54889,"kata para pki biadab agama itu candu masyarakat \xf0\x9f\x98\xaa tapi kalau agama itu digunakan untuk melawan feodalisme &amp; kapitalisme baru agama itu benar. hei bajingan, begitu rendahkah kalian menganggap orang yg beragama? ingin menjadikan kami ala",1,1,0,1,1,1,0,0,0,0,1,0,"pki,hei,yg",,0,8,254,36,36,Alay,0
54890,user user mampus #mtvlafanexol #mtvlakpopexo #mtvladancekokobop user',1,1,0,1,0,0,0,0,1,0,1,0,"user,user",mampus,6,8,69,7,7,Anoying,0
54891,rt user: pengantin baru kesakitan saat ngentot\n\nurl,0,1,0,0,0,0,0,0,0,0,0,0,,,0,0,53,7,7,Netral,0
54892,cara paling rasional dan realistis dalam menilai kepemimpinan presiden jokowi adalah: sejauh mana dia telah membawa perbaikan dalam berbagai aspek pembangunan dan kesejahteraan masyarakat dibandingkan dengan sebelumnya. jika cukup banyak maka sangat layak,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,255,33,33,Netral,0
54893,"dah adzan subuh ni, sholat yuk. \nyg kristen sate yuk'",0,0,0,0,0,0,0,0,0,0,0,0,"dah,adzan,sholat",,0,14,54,10,10,Alay,0
54894,rt user pak smp ne bapak dulu skr dipukili oleh joko kristanto.,1,0,1,0,0,0,0,0,1,1,0,0,"user,smp,ne,skr",,0,12,63,12,12,Alay,0
54895,#matanajwadebatjakarta topeng anda hari ini fix terbuka user .. anda sama dgn yg mendukung anda.. bau busuk,1,1,1,0,0,0,0,0,1,1,0,0,"user,dgn,yg",,0,9,107,17,17,Alay,0
54896,"user sebenarnya lewat semua agama bisa, banyak jalan disana hindu dengan yoga nya (hening) , islam dg jalan tarekatnya",0,0,0,0,0,0,0,0,0,0,0,0,"user,disana,dg",,0,12,118,19,19,Alay,0
54897,user potong gaji dan fasilitas dpr aja yg 500an orang itu',0,0,0,0,0,0,0,0,0,0,0,0,"user,dpr,aja,yg,500an",,0,17,58,11,11,Alay,0
54898,user wkwkkwkw ditutupin sama taplak meja juga ay biar gak ketauan\xf0\x9f\x98\x82',0,0,0,0,0,0,0,0,0,0,0,0,"user,wkwkkwkw,ditutupin,ay,gak",taplak,6,26,82,11,11,Anoying,0
54899,kan!!! sekarang dia ikut autis ketawa2 sendiri bacain mentionan tweet2.',0,0,0,0,0,0,0,0,0,0,0,0,"ketawa2,bacain,mentionan",autis,5,22,72,10,10,Anoying,0
54900,mau konsisten marah ga bisa akutu. dikasih video burung onta kepleset udah bahagia lg idupku',0,0,0,0,0,0,0,0,0,0,0,0,"ga,udah,lg",onta,4,8,93,15,15,Anoying,0
54901,"user kalau sudah masuk lingkaran mlm, sulit lepas. upline jadi komisaris downline yg rugi; ; keahlian cebong hanya 1, tukang tipu !!!; cebong mah gitu, goblok nggak ketulungan. plonga plongo mengakibatkan optimisme berlebihan; ; #2019gantipresiden #pl",1,1,0,1,0,0,0,0,1,0,1,0,"user,yg,mah,nggak","cebong,cebong,goblok",18,14,251,36,36,Anoying,0
54902,user user bocah pake baju item bangsad sekali tanpa ada rasa bersalah\xf0\x9f\x98\xb6',1,1,1,0,0,0,0,0,1,1,0,0,"user,user,pake,item,bangsad",,0,23,86,12,12,Alay,0
54903,"rt user: tapi twit begini asik lo, kita jadi tau yang mana akun-akun pro-penista agama, akun-akun buzzer yang kerjanya menghujat :)",1,0,0,1,0,0,0,0,1,0,1,0,"twit,asik",,0,8,131,21,21,Alay,0
54904,warbiasak presiden user ð???ð???,0,0,0,0,0,0,0,0,0,0,0,0,"warbiasak,user",,0,13,32,4,4,Alay,0
54905,ramai yg mencerca sokongan user terhadap hak asasi golongan lgbt. sekurang-kurangnya beliau konsisten memperjuangkan hak asasi. terbaru beliau telah bersuara mempertahankan 11 tahanan muslim uighur yang diancam untuk dihantar pulang ke negara komunis,0,0,0,0,0,0,0,0,0,0,0,0,"yg,user",komunis,7,6,250,33,33,Anoying,0
54906,"user kenapa peta indonesia di tempatkan di posisi yg bs terbelah? ; karena mrk-lah kaum pemecah belah persatuan dan keharmonisan yg selama terjalin. ; ; #2019gantipresiden yg bisa mempersatukan semua, bkn yg merangkul sebelah tangan, memukul dgn",1,0,0,1,0,0,0,0,1,0,1,0,"user,yg,bs,yg,yg,bkn,yg,dgn",,0,20,245,37,37,Alay,0
54907,user user pemandangan yg gak asing lagi \napa lagi yg jualan',0,0,0,0,0,0,0,0,0,0,0,0,"user,user,yg,gak,yg",asing,5,15,61,11,11,Anoying,0
54908,rt user kelihatan bodohnya wkwkwkwkkkk yg nulis ada prabowo digambar. goreng isu g30spki,1,0,1,0,0,0,0,0,1,1,0,0,"user,yg,nulis,g30spki",,0,18,88,13,13,Alay,0
54909,user edan ini quote berbobot bwangeeeeeeuuut....',0,1,0,0,0,0,0,0,0,0,0,0,"user,quote",edan,4,9,49,6,6,Anoying,0
54910,user user user user user itu bencong hasil selingkuhan maknya p3r3k gerwani dgn kuda wowok... lahir lah si onta bencong akun abal2..... ngeooaahahahaaaaa \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\x92\xa6\xf,1,1,1,0,0,0,0,1,0,1,0,0,"user,user,user,user,user,p3r3k,dgn,si","bencong,onta,bencong",18,30,205,24,24,Anoying,0
54911,retweet user; program jokowi bagi-bagi sertifikat mengangkat ekonomi rakyat.. rakyat juga merasa lebih tenang kok dengan adanya #sertifikatanahjkw,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,146,18,18,Netral,0
54912,"user dan alhamdulillah presiden kita byak kasih contoh k kami bagaimana bekerja keras tanpa kenal lelah n tanpa byak mengeluh, sll optimis membangun negeri....love u presidenku",0,0,0,0,0,0,0,0,0,0,0,0,"user,byak,n,byak,sll,u",,0,17,176,26,26,Alay,0
54913,"kintamani adlh anjing ras indonesia yg diakui perkin, tapi blm diakui f\xc3\xa9d\xc3\xa9ration cynologique internationale (fci) sbg anjing ras dunia.'",0,0,0,0,0,0,0,0,0,0,0,0,"adlh,yg,blm,sbg","anjing,anjing",12,12,150,19,19,Anoying,0
54914,djarot: tidak ada â??potongâ atasâ??,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,36,5,5,Netral,0
54915,"udik, itu gue kl abis minum soda langsung sakit tenggorokan \xf0\x9f\x98\x85. dikira sih kemarin karna paketan minumnya soda kan ya, meski lemon katanya. langsung kayak pilek dan sakit tenggorokan dr bangun tidur \xf0\x9f\x98\x81. minum es es esan jg gt terutama yg gulanya campuran, sensitif \xf0\x9f\x98\xa5'",0,1,0,0,0,0,0,0,0,0,0,0,"kl,abis,karna,dr,esan,jg,gt,yg",,0,23,310,45,45,Alay,0
54916,user cuma pinter bacot ya lawan nya bu sri..? \xf0\x9f\x98\x81',1,1,1,0,0,0,0,0,1,1,0,0,"user,pinter",bacot,5,10,63,10,10,Anoying,0
54917,"kami bangsa indonesia, suku batak toba, dan kami akan melestarikan budaya kami batak toba.; ; cerita anak rumahbelajarsianjurmulamula",0,0,0,0,0,0,0,0,0,0,0,0,rumahbelajarsianjurmulamula,,0,27,133,18,18,Alay,0
54918,"3. dilihat dari jadwalmu padat sekali ya, bagaimana caramu mengatur waktu? user #kuchat",0,0,0,0,0,0,0,0,0,0,0,0,user,,0,4,87,13,13,Alay,0
54919,user siapa yg jablay....',0,1,0,0,0,0,0,0,0,0,0,0,"user,yg",,0,6,25,4,4,Alay,0
54920,user haha boca agama lucu. baru bangkit dr abad pertama barangkali goblok fuck',1,1,1,0,0,0,0,0,1,1,0,0,"user,dr",goblok,6,6,79,13,13,Anoying,0
54921,"rusia-kroasia. indonesia-rusia sewajarnya. hindari salah paham negara2 anti komunis sprt as. peduli kemanusiaan harus. tidak cm rusia tapi smua tanpa kaitkan agama. kemerosotan moral sebabkan keserakahan memicu perang, orang yg tdk hentikannya tdk pantas",0,0,0,0,0,0,0,0,0,0,0,0,"negara2,sprt,cm,smua,yg,tdk,tdk",komunis,7,25,254,34,34,Anoying,0
54922,"user user itu tak sepenuhnya betul. soal jilbab dan baju koko, setahu saya yang kristen,katolik,hindu,budha,konghucu tak diwajibkan pakai jilbab. perihal baju koko,modelnya putih memang khas baju takwa. kalo di sekolah kami dibedakan ""pad",0,0,0,0,0,0,0,0,0,0,0,0,"user,user,kalo",,0,12,238,33,33,Alay,1
54923,ketua dpr dorong inspirasi kreatif pemerintah sesuai budaya pancasila,0,0,0,0,0,0,0,0,0,0,0,0,dpr,,0,3,69,9,9,Alay,0
54924,"user sama aku jugaa.. aku malah gak seberapa sih, adekku yang lebih sipit wkwkw'",0,0,0,0,0,0,0,0,0,0,0,0,"user,gak,adekku",sipit,5,13,80,14,14,Anoying,0
54925,user user cebong mah di otakny ngeres mulu. hny seputaran coli',1,1,0,1,0,0,0,0,1,0,1,0,"user,user,mah,otakny,hny",cebong,6,20,63,11,11,Anoying,0
54926,#ktz909; ; ð???;â??; á?¦ bicaralah dengan para pemimpin agama atau seorang exorcist yang bisa melakukan exorcism.,0,0,0,0,0,0,0,0,0,0,0,0,exorcist,,0,8,113,16,16,Alay,0
54927,kami mencalonkan bapak user sebagai presiden ri di 2019; dan kami siap bekerja di akar rumput; untuk memenangkan bapak user sebagai presiden ri di 2019,0,0,0,0,0,0,0,0,0,0,0,0,"user,user",,0,8,151,25,25,Alay,0
54928,user hati 2:\n1. yang minta anak itu diproses hukum secara tidak langsung membela jkw... memang itu tujuannya. mencari empati. 2. ini video kedua penghina presiden. 3. pribumi memang warga kelas dua. 4. penyebar videonya sedang diburu polisi. 5. dsb,0,0,0,0,0,0,0,0,0,0,0,0,"user,minta,dsb",,0,12,249,39,39,Alay,0
54929,"ada truk pasir terbalik, tol jorr pasar minggu ke kp rambutan macet",0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,67,12,12,Netral,0
54930,setelah nonton disobedience aku jadi penasaran kenapa wanita yahudi orthodox pada pake wig',0,0,0,0,0,0,0,0,0,0,0,0,"nonton,orthodox,pake",,0,18,91,13,13,Alay,0
54931,"ð???ð??¥warga baduy setelah selesai memperingati tradisi seba di pendopo pemkab lebak akan dilanjutkan kembali bertemu dengan gubernur banten wahidin halim hari ini, sabtu (21/4) #sebabaduy2018",0,0,0,0,0,0,0,0,0,0,0,0,"baduy,pemkab",,0,11,193,25,25,Alay,0
54932,user kl komunis sdh tdk laku dimana2. isu ini cuma jualan antek orba saja dan para pendukung penerapan negara islam/khilafah,1,0,0,1,1,0,0,0,0,0,1,0,"user,kl,sdh,tdk,orba","komunis,antek",12,16,124,20,20,Anoying,0
54933,prabowo wajar bicara rohinya karna dia kan bukan presiden jadi seenaknya saja dong.,1,0,1,0,0,0,0,0,1,1,0,0,"rohinya,karna",,0,12,83,13,13,Alay,0
54934,"org yg kayak tai itu adalah ketika dia yg membuat kesalahan, tetapi org lain yg hrus minta maaf.'",0,1,0,0,0,0,0,0,0,0,0,0,"org,yg,yg,org,yg,hrus,minta",tai,3,21,97,18,18,Anoying,0
54935,nyadar idup belum bener ngurusin orang lain bahaha sampah abis !',0,1,0,0,0,0,0,0,0,0,0,0,"nyadar,idup,bener,ngurusin,bahaha,abis",sampah,6,33,65,11,11,Anoying,0
54936,"presiden, pada peringatan harlah ke-58 pmii, di gedung sabuga, bandung, selasa (17/4), minta semua calon pemimpin untuk memiliki optimisme tahan uji, tahan uji, tahan banting &amp; slalu tawakal, berserah diri kepada allah dengan tetap berusaha dan berikht",0,0,0,0,0,0,0,0,0,0,0,0,"minta,slalu,berikht",,0,17,256,37,37,Alay,0
54937,"[fakta ve]ve dulu punya anjing, namanya juno dan bruno. tapi sekarang karena udah besar, jadi anjingnya dipindahin ke rumah kakeknya.'",0,0,0,0,0,0,0,0,0,0,0,0,"udah,dipindahin",,0,14,134,20,20,Alay,0
54938,"diduga masalah ekonomi, seorang guru sd nekat gantung diri: kbrn, semarangâ?¦",0,0,0,0,0,0,0,0,0,0,0,0,sd,,0,2,77,11,11,Alay,0
54939,user user user menemukan jalan yg benar diorganisasi yg diharamkan seperti babi dan dilarang seperti pki? \n\xf0\x9f\x98\x81',0,0,0,0,0,0,0,0,0,0,0,0,"user,user,user,yg,diorganisasi,yg",babi,4,28,125,17,17,Anoying,0
54940,bu silvi anti pns level rendah katanya #debatfinalpilkadajkt,1,0,1,0,0,0,0,0,1,1,0,0,"silvi,pns",,0,8,60,8,8,Alay,0
54941,user user user user user user user user user user user doa #2019gantipresiden selalu kusebut. moga terkabul. sudah banyak daerah yg diserbu tka aseng. gawattt.',1,0,1,0,0,0,0,0,1,1,0,0,"user,user,user,user,user,user,user,user,user,user,user,moga,yg,tka",,0,53,160,25,25,Alay,0
54942,"rt user: man teman, kita perlu berterima kasih pada toilet, sehingga tidak perlu mengubur tai kita seperti kucing.'",0,0,0,0,0,0,0,0,0,0,0,0,,tai,3,0,115,18,18,Abusive,0
54943,"tipikal bani 212 bin onta kampret : cepat memuji org yg dihormati, cepat juga mencaci nya kembali.... salam tgb ... ngoahaha #bubarkanpks'",1,1,0,1,1,0,0,0,0,0,0,1,"org,yg,tgb,ngoahaha","bani,onta,kampret",15,16,138,22,22,Anoying,0
54944,"user user user user harus begitu. kita itu harus ""strict""deh pokoknya kl menyangkut kebijakan politik dalam negeri &amp; luar negeri yg menyangkut sama pihak asing. kita jgn haram meniru negara komunis dlm melindungi keut",0,0,0,0,0,0,0,0,0,0,0,0,"user,user,user,user,kl,yg,jgn,dlm",komunis,7,26,221,34,34,Anoying,0
54945,integrasi agama dan budaya sebagai pondasi peradaban bangsa,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,59,8,8,Netral,0
54946,user kakak kampungan cuyih',1,1,1,0,0,0,0,0,1,1,0,0,user,kampungan,9,4,27,4,4,Anoying,0
54947,"catatan:\n\ngerakan reformasi adalah gerakan moral rakyat dan mahasiwa dipimpin oleh amien rais dkk adalah produk yg diinisiasi distimulir, dirancang oleh csis, elit katolik, konglo tionghoa, dan antek2nya\n\nreformasi adalah tunggangan mereka\nreformasi",0,0,0,0,0,0,0,0,0,0,0,0,"dkk,yg,elit,konglo",,0,15,254,30,30,Alay,0
54948,#2019gantipresiden scra konstitusional itu hak setiap rakyat woii! . gini nih kalo klo planga plongo tp kelakuan otoriter.,1,1,1,0,0,0,0,0,1,1,0,0,"scra,gini,kalo,klo,planga,tp",,0,23,122,18,18,Alay,0
54949,"jadi ingat dialog neo dgn oracle di the matrix. \noracle: ""apa yang diinginkan seorang penguasa?\nneo: (hening)....... \noracle: kekuasaan yang lebih besar.'",0,0,0,0,0,0,0,0,0,0,0,0,dgn,,0,3,157,21,21,Alay,0
54950,"#nowpepatahpetitih bersama sucipto hadi purnomo - dosen budaya jawa di jurusan sastra jawa unnes. tema â??aja gumunan, aja getunan, aja kagetan, aja alemanâ??.",0,0,0,0,0,0,0,0,0,0,0,0,"aja,aja,aja",,0,9,159,23,23,Alay,0
54951,"user iya, aman karena mayoritas rakyatnya yaitu umat islam yg hatinya sering bapak sakiti, sukses mengendalikan diri, sukses menjaga emosinya untuk kepentingan persatuan bangsa. lah bapak sendiri sebagai presiden malah memelihara cebong yg ke",1,0,1,0,0,0,0,0,1,1,0,0,"user,yg,yg",cebong,6,8,242,34,34,Anoying,0
54952,qaumi ekjayati conference jamiat ul ulama e hind ki public meeting se barrister asad uddin owaisi,0,0,0,0,0,0,0,0,0,0,0,0,"ekjayati,public,uddin",,0,19,97,16,16,Alay,0
54953,penghina iriana jokowi langsung ditangkap penghina wapres jk masih aman. ada apa? url,1,0,1,0,0,0,0,0,1,1,0,0,"wapres,jk,url",,0,11,85,13,13,Alay,0
54954,"user den...den...\nnista banget hidup lo..\nudah fitnah abu jibriel gak minta maaf, sekarang bikin fitnah baru lagi.\ndan followermu, menyedihkan banget tingkat kecerdasannya....\nmain setuja setuju ae mbek congormu.\nbosok, su....'",1,1,1,0,0,0,0,0,1,1,0,0,"user,jibriel,gak,minta,setuja,ae",,0,27,232,27,27,Alay,0
54955,"selain di surabaya, bom juga meledak di rusunawa wonocolo, sidoarjo. para petinggi polisi di jawa timur menduga kuat ini ada kaitannya dengan kejadian yg ada di surabaya. dengan memakan korban sebanyak 5 orang. 3 orng meninggal dunia termasu pelaku anton",0,0,0,0,0,0,0,0,0,0,0,0,"rusunawa,yg,orng,termasu",,0,21,254,40,40,Alay,0
54956,"user emangnya lo siapa, sontoloyo si pengecut'",1,1,1,0,0,0,0,0,1,1,0,0,"user,emangnya,lo,si",sontoloyo,9,16,46,7,7,Anoying,0
54957,user org kaya gitu emg maunya bayinya dibunuh aja. polisi moral keparat',1,1,0,1,0,0,0,0,1,0,1,0,"user,org,kaya,gitu,emg",,0,18,72,12,12,Alay,0
54958,"kalo di catatan harian menantu sinting, lakban = laki banget, sementara itu lakban menurut definisi df user \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 url",0,0,0,0,0,0,0,0,0,0,0,0,"kalo,user,url",,0,11,176,19,19,Alay,0
54959,gubernur indonesia ngobrol dengan presiden turki ð???,0,0,0,0,0,0,0,0,0,0,0,0,ngobrol,,0,7,53,7,7,Alay,0
54960,user user user user user apa beda nya sama bani kampret kayak anda bro... mudah di provokasi \xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x86',1,1,0,1,0,0,0,0,1,0,1,0,"user,user,user,user,user","bani,kampret",11,20,190,18,18,Anoying,0
54961,user brisik lu bacot',1,1,1,0,0,0,0,0,1,1,0,0,"user,brisik,lu",,0,12,21,4,4,Alay,0
54962,user wah brengsek nih. ketauan yg punya bisa mampus aku. :((',0,1,0,0,0,0,0,0,0,0,0,0,"user,brengsek,ketauan,yg",mampus,6,21,61,11,11,Anoying,0
54963,"""kita akan belajar giat, dengan penuh dedikasi, tapi bukan hanya untuk lulus ujian."" (3 idiot). #tweetdsap'",0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,107,16,16,Netral,0
54964,"kata opung, tenaga kerja asal china, semua punya skill khusus, sehingga buruh pribumi tidak layak untuk membangun proyek pemerintah.; ; tapi nyatanya tka asal china itu juga banyak unskilled labour nya!; ; jadi, 10 juta lapangan pekerjaan baru itu, sebenar",0,0,0,0,0,0,0,0,0,0,0,0,"tka,china,unskilled,sebenar",,0,24,256,40,40,Alay,0
54965,beli barang pengiriman dr cina biasanya paket transit cin-indo cuma 3 hari napa ini seminggu\xf0\x9f\x98\xa2',0,0,0,0,0,0,0,0,0,0,0,0,"dr,napa",,0,6,109,15,15,Alay,0
54966,user user iih...cebong cebong....gagal paham kali kau....ga salah kalau udah kena virus cebong...jadi dungu...hahahaha ga bisa trima kenyataan yah....kasihan deh lo.',1,1,0,1,0,0,0,0,1,0,1,0,"user,user,udah,ga,trima",,0,19,166,21,21,Alay,0
54967,"user user user coba aja pak user punya sifat keras seperti endorgan sedikit saja, mungkin mereka yang nuduh pki itu udah masuk lapas kali ya,; salut sama bapak presiden kita user sabarnya tingkat dewa; maju terus pak ; #2019tetapjokow",0,0,0,0,0,0,0,0,0,0,0,0,"user,user,user,aja,user,endorgan,nuduh,pki,udah,lapas,user",,0,48,234,39,39,Alay,0
54968,"user klo jaman dki yg dimainkan isu cina ,kapir. sekarang yg cina kapir justru dari keluarga si ono. silit eh sulit lah'",1,1,0,1,0,1,0,0,0,0,1,0,"user,klo,dki,yg,yg,kapir,si",silit,5,21,120,22,22,Anoying,0
